words,ipa
বাফের,bapʰer
টিকই,tiki
যেই,ɟe͡i̯
সময়,ʃɔmɔʲ
নিজের,niɟer
উফার্জনের,upʰarɟoner
দিয়া,d̪iʲa
বুজা,buɟa
যাইবো,ɟa͡i̯bo
হরছে,horcʰe
করছিন,korcʰin
টিউশনি,ti͡u̯ʃoni
ইন্টার,intar
ফরতাছো,pʰɔrot̪acʰo
ঠিকাছে,tʰikacʰe
করতাছো,kort̪acʰo
ফহেডেরতে,pʰɔhedert̪e
বইরা,bo͡i̯ra
লইছো,lo͡i̯cʰo
রাইহান,ra͡i̯han
বাইয়ের,ba͡i̯ʲer
তাহে,t̪ahe
সহালে,ʃɔhale
দুহান,d̪uhan
কুলুইন,kulu͡i̯n
কুম্বালা,kumbala
কের,ker
আয়া,aʲa
বিচ্ছাই,biccʰa͡i̯
ছরো,cʰɔro
যাই,ɟa͡i̯
কেরে,kere
কাডল,kadol
দেহো,d̪eho
হস্তা,hɔst̪a
কই,ko͡i̯
আছো,acʰo
মাতা,mat̪a
নষ্ট,nɔʃto
নি,ni
আরাইশ,ara͡i̯ʃ
মনো,mono
এর,er
অত,ɔt̪o
কাডাল,kadal
কাওয়ানি,ka͡o̯ʷani
লাগবো,lagbo
ছাইরশ,cʰa͡i̯rʃo
কেজি,keɟi
কিইন্না,ki͡i̯nna
আফেল,apʰel
ফরযন্ত,pʰɔrɟɔnt̪o
খাওয়া,kʰa͡o̯ʷa
ইতা,it̪a
আমরা,amra
জানি,ɟani
কতা,kɔt̪a
হেরে,here
এবা,eba
কাওয়াইলে,ka͡o̯ʷa͡i̯le
ফুশবো,pʰuʃbo
মিয়া,miʲa
ফুশ্তো,pʰust̪o
বেডাইনে,beda͡i̯ne
কাওয়া,ka͡o̯ʷa
কিবা,kiba
হেইতা,he͡i̯t̪a
দাদিরে,d̪ad̪ire
কুজি,kuɟi
সবকিছু,ʃɔbkicʰu
বুজি,buɟi
এইতা,e͡i̯t̪a
মিলায়া,milaʲa
বিডিও,bidi͡o̯
বানাইলে,bana͡i̯le
দেখছস,d̪ekʰcʰɔʃ
বানায়,banaʲ
থ,t̪ʰo
হেরা,hera
দইরা,d̪o͡i̯ra
বানা,bana
রুপ,rup
গ্রামো,gramo
হেরার,herar
ফিছে,pʰicʰe
মাসা,maʃa
ইডিট,idit
কন্টেন,konten
লেহে,lehe
লেইক্কা,le͡i̯kka
কেমেরা,kemera
এরা,era
মাসে,maʃe
লাক,lak
টেহাও,teha͡o̯
ফা,pʰa
এতানের,æt̪aner
দান্দাই,d̪and̪a͡i̯
দান্দা,d̪and̪a
গুরে,gure
আশটশো,aʃtʃo
তুই,t̪u͡i̯
জানস,ɟanoʃ
ছার্জারের,cʰarɟarer
লাইট,la͡i̯t
মুবাইল,muba͡i̯l
দরে,d̪ɔre
দরলাম,d̪ɔrlam
তিনশো,t̪inʃo
এতা,æt̪a
আছুদা,acʰud̪a
বাইত,ba͡i̯t̪o
কালি,kali
করছ,korcʰo
ফিছের,pʰicʰer
লয়া,lɔʲa
জানো,ɟano
ওঙ্কা,oŋka
ছাড়ছে,cʰaɽcʰe
জায়াঙ্গীর,ɟaʲaŋgir
বাইরে,ba͡i̯re
ফুন,pʰun
দেয়া,d̪eʲa
জিগাও,ɟiga͡o̯
লাগবেনা,lagbena
তাইলে,t̪a͡i̯le
কুনদিন,kund̪in
জাইঙ্গা,ɟa͡i̯ŋga
কইবে,ko͡i̯be
বাই,ba͡i̯
ডাহছ,dahcʰo
বাইর,ba͡i̯r
অইছি,e͡i̯cʰi
ফুটবল,pʰutbɔl
খেলবে,kʰelbe
আ,a
খেলাই,kʰela͡i̯
ওমাগো,omago
পিয়াইসসা,piʲa͡i̯sʃa
এলহা,elha
দুইডা,d̪u͡i̯da
দেহিস,d̪ehiʃ
কপিরাইট,kɔpira͡i̯t
মুক্ত,mukt̪o
ছারবা,cʰarba
আমারতো,amart̪o
সব,ʃɔb
মুক্তই,mukt̪o͡i̯
আমিতো,amit̪o
রেগুলার,regular
রিলস,rils
সেকেন্ড,sekend
বিশ,biʃ
সেকেন্ডের,sekender
আছেনা,acʰena
গুলা,gula
শর্টকাট,ʃɔrtkat
তুমিও,t̪umi͡o̯
ছারি,cʰari
ফতিদিন,pʰot̪id̪in
চেষ্টা,ceʃta
করি,kori
কুনু,kunu
ছারবার,cʰarbar
আন্তাজি,ant̪aɟi
ইমেইজ,ime͡i̯ɟ
বানায়া,banaʲa
লই,lɔ͡i̯
আরকি,arɔki
বা,ba
দুহানের,d̪uhaner
থাকলে,t̪ʰakle
বানাই,bana͡i̯
কয়েকটা,kɔʲekta
ভালো,bʱalo
সুন্দর,ʃund̪ɔr
ফডু,pʰdu
ছবিডা,cʰobida
তুলা,t̪ula
আসসালামু,assalamu
আলাইকুম,ala͡i̯kum
আফনেরা,apʰonera
দুহানতো,d̪uhant̪o
বেবসার,bebʃar
ওনেকেই,oneke͡i̯
হাহাহা,hahaha
জিরায়া,ɟiraʲa
লইন,lɔ͡i̯n
ফুইরালবাইন,pʰu͡i̯ralba͡i̯n
এক্কেবারে,ækkebare
ফুইত্তা,pʰu͡i̯t̪t̪a
রইছে,ro͡i̯cʰe
এইলা,e͡i̯la
হেইযে,he͡i̯ɟe
যেন,ɟeno
ফানি,pʰani
লইতাইন,lo͡i̯t̪a͡i̯n
ফুরে,pʰure
আন্নেই,anne͡i̯
ফুরুইন,pʰuru͡i̯n
আমিই,ami͡i̯
ফুরি,pʰuri
কতদিন,kɔt̪od̪in
হুম,hum
তিন,t̪in
আগে,age
আছিন,acʰin
উত্তরফারা,ut̪t̪ɔrpʰara
আন্নেরে,annere
সালামালি,salamali
বেডা,beda
হা,ha
আম,am
পারছিন,parcʰin
ফুলাফানে,pʰulapʰane
খাইবোই,kʰa͡i̯bo͡i̯
ফুলাফান্তে,pʰulapʰant̪e
পাইরা,pa͡i̯ra
মাজারে,maɟare
বেছুইন,becʰu͡i̯n
মিছা,micʰa
হতা,hɔt̪a
একুইশ,æku͡i̯ʃ
কয়,kɔʲ
অওয়ার,ɔ͡o̯ʷar
বাংলাদেশের,baŋlad̪eʃer
মইদ্দে,mo͡i̯d̪d̪e
একশো,ækʃo
কত,kɔt̪o
বর্গ,bɔrgo
কিলোমিটার,kilomitar
বেগে,bege
ফরেযে,pʰɔreɟe
বুজাই,buɟa͡i̯
দেহুইন্না,d̪ehu͡i̯nna
ফাত্তক্ক,pʰat̪t̪okko
দেক,d̪æk
টিবির,tibir
মুবাইলে,muba͡i̯le
টিবি,tibi
মুবাইলের,muba͡i̯ler
সবতাই,ʃɔbot̪a͡i̯
আয়ে,aʲe
তোরে,t̪ore
আরেকটা,arekta
শুক্কুরবারে,ʃukkurbare
শব্দ,ʃɔbd̪o
বিকট,bikt
জেরেতে,ɟeret̪e
অইছিন,e͡i̯cʰin
হুনুইন,hunu͡i̯n
কুন,kun
সমো,ʃɔmo
কলার,kɔlar
বাগ,bag
লাইনো,la͡i̯no
কলাগাছ,kɔlagacʰ
রুইয়া,ru͡i̯ʲa
ফিশারিত,pʰiʃarit̪ɔ
ফাগার,pʰagar
বাগের,bager
মতনই,mɔt̪ɔno͡i̯
লাইনের,la͡i̯ner
ফুশকুনির,pʰuʃkunir
ছিফা,cʰipʰa
দুই,d̪u͡i̯
সাইডে,sa͡i̯de
লাইন,la͡i̯n
বাইন্দা,ba͡i̯nd̪a
জেরে,ɟere
কুইর‍্যালচে,ku͡i̯rɟalce
ফুতুলি,pʰut̪uli
আফার,apʰar
বোইন,boʲɔn
জামাই,ɟama͡i̯
অপুনির,ɔpunir
দুরু,d̪uru
অপু,ɔpu
ইবারো,ibaro
বন,bɔno
ফুগাইছে,pʰuga͡i̯cʰe
দেকছি,d̪ekcʰi
ফুগাইতে,pʰuga͡i̯t̪e
বছর,bɔcʰor
দইয়াই,d̪iʲa͡i̯
ফুকনা,pʰukna
অয়,ɔʲ
গতবার,gɔt̪obar
এহানতে,ehant̪e
তলিত্তে,t̪olit̪t̪e
ফুকনার,pʰuknar
কাটতাছে,katt̪acʰe
অতদিন,ɔt̪od̪in
কাডা,kada
শেষ,ʃeʃ
দেইক্কাই,d̪e͡i̯kka͡i̯
হরবাইন,hɔrba͡i̯n
ফানিডা,pʰanida
দাওয়া,d̪a͡o̯ʷa
গুতুম,gut̪um
মাছ,macʰ
উডাইছে,uda͡i̯cʰe
তলির,t̪ɔlir
মদ্দে,mɔd̪d̪e
লয়াইছেযে,lɔʲa͡i̯cʰeɟe
দেইক্কুন,d̪e͡i̯kkun
বিলের,biler
তলি,t̪oli
তারফরে,t̪arpʰɔre
ফাগাড়ের,pʰagaɽer
খুদলে,kʰud̪ɔle
সাদা,ʃad̪a
এত্ত,æt̪t̪o
খাইছি,kʰa͡i̯cʰi
খাইছিতো,kʰa͡i̯cʰit̪o
পাগাড়ের,pagaɽer
রাজন,raɟon
টান,tan
কচকচা,kɔcɔkca
থইছে,t̪ʰo͡i̯cʰe
যেরে,ɟere
থইছি,t̪ʰo͡i̯cʰi
ফরিষ্কার,pʰoriʃkar
আয়হায়,aʲhaʲ
ফইরা,pʰo͡i̯ra
থাক,t̪ʰak
গুসল,guʃɔl
আইবো,a͡i̯bo
গুছুলো,gucʰulo
ফুলাফান,pʰulapʰan
ছবি,cʰobi
ছাড়,cʰaɽ
মুবাইলো,muba͡i̯lo
তুলতাম,t̪ult̪am
তুল,t̪ul
বইতারছ,bo͡i̯t̪arcʰo
তুইন,t̪u͡i̯n
যাইবে,ɟa͡i̯be
বাজার,baɟar
কিনছি,kincʰi
হিসাবে,hiʃabe
লাভ,labʱ
অইতাছেনা,ɔ͡i̯t̪acʰena
দুইগুণ,d̪u͡i̯gun
অইব,ɔ͡i̯bo
ফুহাজি,pʰuhaɟi
তারাহান্দি,t̪arahand̪i
আলু,alu
বেচছে,beccʰe
ফাচশো,pʰacʃo
চল্লিশ,colliʃ
আমিও,ami͡o̯
নিছলাম,nicʰɔlam
গা,ga
দুইমন,d̪u͡i̯mon
বেফারিট্টে,bepʰaritte
নিছি,nicʰi
বাইচ্ছা,ba͡i̯ccʰa
মলক,mɔlok
নিয়া,niʲa
বারোশো,baroʃo
দেখছি,d̪ekʰcʰi
ফাইহারি,pʰa͡i̯hari
অইলেই,æ͡i̯le͡i̯
আলুর,alur
দামডা,d̪amda
বাড়ার,baɽar
কারণ,karon
আন্নেরা,annera
বেবসায়ী,bebʃaʲi
বুঝবাইন,buɟʱba͡i̯n
বাইরেরযে,ba͡i̯rerɟe
বাইরের,ba͡i̯rer
আমদানী,amd̪ani
করে,kore
আমডার,amdar
দেশের,d̪eʃer
কয়ডা,kɔʲda
আলুয়তো,aluʲt̪o
দেশ,d̪eʃ
চলে,cɔle
কেডা,keda
চাইর,ca͡i̯r
ফাচ,pʰac
ছয়,cʰɔʲ
সাত,ʃat̪
আট,at
নয়,nɔʲ
তাও,t̪a͡o̯
বাইগুনের,ba͡i̯guner
দাম,d̪am
টেহাত,tehat̪
ফরছিন,pʰɔrcʰin
কম,kɔm
খাওন,kʰa͡o̯n
লাগতো,lagt̪o
মানুষের,manuʃer
লাইগা,la͡i̯ga
বাইড়াছে,ba͡i̯ɽacʰe
নাহইলে,naho͡i̯le
বাইগুনডিত,ba͡i̯gundit̪o
খেতো,kʰet̪o
বাইগুনডাই,ba͡i̯gunda͡i̯
অইতাছে,ɔ͡i̯t̪acʰe
কিছু,kicʰu
এহনো,ehono
এরলাইগাই,erla͡i̯ga͡i̯
কথা,kɔt̪ʰa
ফুনো,pʰuno
যুদি,ɟud̪i
ফুড়া,pʰuɽa
একছালা,ækcʰala
এইযে,e͡i̯ɟe
ছালা,cʰala
বেফার,bepʰar
আইজ্জের,a͡i̯ɟɟer
কিনা,kina
তুষি,t̪uʃi
তর,t̪ɔr
বাফে,bapʰe
কাল্লোয়া,kalloʷa
কালকে,kaloke
রাইতে,ra͡i̯t̪e
আফা,apʰa
দুলাভাই,d̪ulabʱa͡i̯
কাল্লয়া,kallɔʲa
দিবনে,d̪ibɔne
কইতাছে,ko͡i̯t̪acʰe
এমবি,embi
ভইরা,bʱo͡i̯ra
এয়া,eʲa
কইছ,ko͡i̯cʰo
অহনে,ɔhone
ওয়াইফাই,oʷa͡i̯pʰa͡i̯
অন্য,ɔnno
ব্যাবস্থা,bæbɔst̪ʰa
কিড়া,kiɽa
হরতো,hɔrot̪o
যোগাযুগ,ɟogaɟug
করতো,kort̪o
কয়াম,kɔʲam
নে,ne
দিতো,d̪it̪o
কালারটা,kalarta
লইয়ো,lɔ͡i̯ʲo
আম্মা,amma
হেইন,he͡i̯n
লও,lɔ͡o̯
মারিয়ার,mariʲar
আতো,at̪o
যেইডা,ɟe͡i̯da
এম,em
টু,tu
এসমস্ত,eʃɔmost̪o
গননার,gɔnonar
তাৎপর্য,t̪at̪pɔrɟo
এখন,ækʰon
আপনি,apni
যখন,ɟɔkʰon
বডিমাস,bodimaʃ
ইনডেক্স,indekʃo
জানেন,ɟanen
তখন,t̪ɔkʰon
এটি,eti
আপনাকে,apnake
বলে,bole
বিএমআই,bi͡e̯ma͡i̯
মান,man
স্বাস্থ্যকর,ʃast̪ʰokɔr
ওজন,oɟon
অতিরিক্ত,ot̪irikt̪o
স্থূলতার,st̪ʰulɔt̪ar
মধ্যে,mod̪d̪ʱe
পার্থক্য,part̪ʰokko
করতে,kort̪e
সহায়তা,ʃɔhaʲt̪a
মানটি,manti
যদি,ɟod̪i
পঁচিশ,põciʃ
নিচে,nice
হয়,hɔʲ
তবে,t̪ɔbe
আপনার,apnar
উদ্বিগ্ন,ud̪bigno
হওয়ার,hoʷar
দরকার,d̪ɔrkar
নেই,ne͡i̯
যদিও,ɟod̪i͡o̯
অথবা,ɔt̪ʰoba
চেয়ে,ceʲe
তাহলেই,t̪ahole͡i̯
বুঝায়,buɟʱaʲ
উচ্চ,ucco
ঝুকির,ɟʱukir
দিকে,d̪ike
থাকতে,t̪ʰakt̪e
পারেন,paren
থেকে,t̪ʰeke
ত্রিশের,t̪riʃer
একটি,ekti
তিরিশের,t̪iriʃer
স্থুলত্তের,st̪ʰulot̪t̪er
সংকেত,ʃɔŋket̪
দেয়,d̪eʲ
এবং,eboŋ
হ্রাস,raʃ
জন্য,ɟonno
তাৎক্ষনিক,t̪at̪kʰonik
কিলাকিলি,kilakili
লাগেতে,laget̪e
চেটকায়া,cetkaʲa
ভর্তা,bʱɔrt̪a
বানায়ালবো,banaʲalbo
একদিন,ækd̪in
হেইনো,he͡i̯no
বলতাছি,bɔlot̪acʰi
দাদাও,d̪ad̪a͡o̯
কিন্তু,kint̪u
বিএনপি,bi͡e̯npi
আমরার,amrar
চেয়ারম্যান,ceʲarmæn
খালেক,kʰalek
আওমিলীগের,a͡o̯miliger
কেও,ke͡o̯
ফার্থি,pʰart̪ʰi
জীবন,ɟibɔn
খারইলে,kʰarile
নুরু,nuru
মেম্বার,membar
ভুট,bʱut
দেই,d̪e͡i̯
বিশ্বাস,biʃʃaʃ
বাড়ি,baɽi
এতো,et̪o
আওয়ামিলীগে,a͡o̯ʷamilige
আম্নেরা,amnera
নিরপেক্ষ,niropekkʰo
সরকারের,ʃɔrkarer
মাধ্যমে,mad̪d̪ʱome
নির্বাচন,nirbacɔn
আওয়ামিলীগের,a͡o̯ʷamiliger
সীট,ʃit
বাংলাদেশে,baŋlad̪eʃe
একটাও,ækta͡o̯
থাকতো,t̪ʰakt̪o
জুত্তে,ɟut̪t̪e
ধইরালবো,d̪ʱo͡i̯ralbo
গেছলামতো,gecʰolamt̪o
আমনেরার,amonerar
কইলাম,ko͡i̯lam
আরহি,arɔhi
গেছলাম,gecʰolam
কয়দিন,kɔʲd̪in
রোজার,roɟar
দিন,d̪in
চিল্লায়,cillaʲ
হেইদিগে,he͡i̯d̪ige
যেইরহম,ɟe͡i̯rɔhɔm
দেইখ্যাইলাম,d̪e͡i̯kʰkʰa͡i̯lam
আল্লাহ,allah
ঢাহাও,dʱaha͡o̯
দেইখ্যাইছি,d̪e͡i̯kʰkʰa͡i̯cʰi
ঢাকা,dʱaka
এয়ারপোর্ডো,eʲarpordo
গেছলামযে,gecʰolamɟe
সিলেটো,sileto
আওমিলিগের,a͡o̯miliger
নাম,nam
গন্ধ,gɔnd̪ʱo
উরফে,urpʰe
আওয়ামিলীগ,a͡o̯ʷamilig
খালি,kʰali
অবস্তা,ɔbost̪a
আইছে,a͡i̯cʰe
দেশো,d̪eʃo
কালকের,kaloker
আগেরদিন,agerd̪in
কাল্কেই,kalke͡i̯
দেকলাম,d̪eklam
ফসসা,pʰɔssa
আম্নে,amne
যেমুন,ɟemun
কইছুইন,ko͡i̯cʰu͡i̯n
ফাইছে,pʰa͡i̯cʰe
বেজাল,beɟal
সম্মান,ʃɔmman
ফাত্তা,pʰat̪t̪a
লন্ডনো,lɔndono
আমরারো,amraro
কফাল,kɔpʰal
অইন্যরাত্তে,ɔ͡i̯nnorat̪t̪e
বিবিন্ন,bibinno
দেশে,d̪eʃe
নেয়,neʲ
বাংলাদেশ,baŋlad̪eʃ
আশা,aʃa
আশাদ,aʃad̪
শাহ,ʃah
যত,ɟɔt̪o
জাগাত,ɟagat̪
কইন্না,ko͡i̯nna
কইলে,ko͡i̯le
বত্তমানে,bot̪t̪omane
জিগাইছুইন,ɟiga͡i̯cʰu͡i̯n
দেইক্কা,d̪e͡i̯kka
এলা,ela
রাজনীতি,raɟnit̪i
করোক,korok
টিকাছে,tikacʰe
হ্যালো,hælo
কয়া,kɔʲa
ডুকব,dukbo
ফইসা,pʰɔ͡i̯ʃa
ফইসার,pʰɔ͡i̯ʃar
কওয়ার,koʲar
লেহাফরা,lehapʰra
তাদের,t̪ad̪er
অই,ɔ͡i̯
কাম,kam
কাজ,kaɟ
করতারেনা,kort̪arena
হবরিত,hɔborit̪o
তুমরা,t̪umɔra
বেইচ্চো,be͡i̯cco
বাজারো,baɟaro
নিলে,nile
বেছন,becʰon
এবার,ebar
ফাহায়া,pʰahaʲa
বেছতারলাম,becʰot̪arlam
রুজার,ruɟar
বেছে,becʰe
বেছা,becʰa
সম্বব,ʃɔmbɔb
বেছাকেনা,becʰakena
মাস,maʃ
বেছলাম,becʰolam
সাম্নের,ʃamner
লস,lɔʃo
ডায়রিডা,daʲrida
খাতাডা,kʰat̪ada
জুম্মার,ɟummar
টাইম,ta͡i̯m
অইয়াছেগা,ɔ͡i̯ʲacʰega
কামলা,kamla
লইয়া,lɔ͡i̯ʲa
হিসাব,hiʃab
করবা,korba
বেচ্চো,becco
লইছিই,lo͡i̯cʰi͡i̯
তেও,t̪e͡o̯
দরন,d̪ɔron
অনুমানে,onumane
দইরালবা,d̪o͡i̯ralba
কামল,kamol
নিজেরা,niɟera
করছি,korcʰi
ফাশশো,pʰaʃʃo
টেহার,tehar
ছ,cʰɔ
আলি,ali
রুইতারে,ru͡i̯t̪are
ফরায়া,pʰɔraʲa
থইয়া,t̪ʰo͡i̯ʲa
বাল,bal
যেবালা,ɟebala
গুইরাইছি,gu͡i̯ra͡i̯cʰi
বাল্লোয়া,balloʷa
যেসব,ɟeʃɔb
জাগা,ɟaga
ফরা,pʰɔra
তইলে,t̪o͡i̯le
ছাহে,cʰahe
অইলো,ɔ͡i̯lo
মাইনষে,ma͡i̯nʃe
বেক্তা,bekt̪a
নিতাছেগা,nit̪acʰega
এবানিলেগা,ebanilega
নিছে,nicʰe
আইজকা,a͡i̯ɟka
অনেহেই,ɔnehe͡i̯
দেকলে,d̪ekle
হরবা,hɔrba
ডুগি,dugi
নেইন,ne͡i̯n
এমুগ,emug
দেহাইন,d̪eha͡i̯n
মামা,mama
সুজুগে,ʃuɟuge
খুজি,kʰuɟi
এইডাইত্ত,e͡i̯da͡i̯t̪t̪o
কউ,kɔ͡u̯
আফনেরে,apʰonere
খবর,kʰɔbor
দিলাম,d̪ilam
এম্নেও,emne͡o̯
হরার,hɔrar
মাইরা,ma͡i̯ra
খাইতে,kʰa͡i̯t̪e
তাহো,t̪aho
হেরাকি,heraki
বয়া,bɔʲa
থাকব,t̪ʰakbo
এডাকি,edaki
জানুক,ɟanuk
সমস্যাডা,ʃɔmoʃʃada
লুহে,luhe
জানলেইতো,ɟanle͡i̯t̪o
এম্নেতো,emnet̪o
একেই,æke͡i̯
বুঝছ,buɟʱcʰo
কলেজো,kɔleɟo
ভর্তি,bʱɔrt̪i
হইব,ho͡i̯bo
বিশ্ববিদ্যালয়ে,biʃʃobid̪d̪alɔʲe
সার্কুলার,ʃarkular
অনার্সে,ɔnarse
জিগাইছে,ɟiga͡i̯cʰe
আবেদন,abed̪ɔn
এরলাইগাইতো,erla͡i̯ga͡i̯t̪o
জিগায়,ɟigaʲ
