words,ipa
আগুনটা,agunta
পৌঁছায়,po͡ũ̯cʰaʲ
সেই,ʃe͡i̯
ব্যবস্থা,bæbost̪ʰa
কইরা,ko͡i̯ra
চইলা,cɔ͡i̯la
বাট,bat
মার্কেটের,marketer
নিভায়,nibʱaʲ
দেয়,d̪eʲ
নিভাইয়া,nibʱa͡i̯ʲa
যায়,ɟaʲ
পরে,pɔre
দেখছি,d̪ekʰcʰi
অদের,ɔd̪er
অনেকগুলা,ɔnekgula
ইউনিট,i͡u̯nit
ওইডা,o͡i̯da
তারপরে,t̪arpɔre
র‍্যাবের,ræber
সবাই,ʃɔba͡i̯
জয়েন,ɟɔʲen
করছে,korcʰe
ওইযে,o͡i̯ɟe
ভলেন্টিয়ার,bʱɔlentiʲar
যখন,ɟɔkʰon
দেখছে,d̪ekʰcʰe
বাইরায়,ba͡i̯raʲ
তখন,t̪ɔkʰon
তাও,t̪a͡o̯
থামাইতে,t̪ʰama͡i̯t̪e
পারতেছে,part̪ecʰe
সকাল,ʃɔkal
নয়টা-দশটার,nɔʲta-d̪ʃtar
দিকে,d̪ike
যেখানে,ɟekʰane
ছয়টায়,cʰɔʲtaʲ
আমার,amar
মনে,mone
হয়,hɔʲ
যদি,ɟod̪i
এমন,æmon
আগে,age
থিকাই,t̪ʰika͡i̯
থাকে,t̪ʰake
লাগলে,lagle
ইমার্জেন্সিতে,imarɟensit̪e
কিছু,kicʰu
গ্যাস,gæʃ
কোথায়,kot̪ʰaʲ
বাংলাদেশে,baŋlad̪eʃe
গ্যাসগুলা,gæʃgula
দেওয়া,d̪e͡o̯ʷa
অয়,ɔʲ
চুলায়,culaʲ
পাঠায়,patʰaʲ
সিলিন্ডারের,silindarer
ভিতরে,bʱit̪ɔre
ওইগুলি,o͡i̯guli
দিলেই,d̪ile͡i̯
আ,a
আসলেই,aʃole͡i̯
এগুলা,egula
কই,ko͡i̯
জায়গায়,ɟaʲgaʲ
রাখে,rakʰe
টোটাল,total
ব্যবস্থাই,bæbost̪ʰa͡i̯
সিস্টেমটাই,ʃistemta͡i̯
নষ্ট,nɔʃto
প্রোপার,propar
এক,æk
আগেই,age͡i̯
হচ্ছে,hoccʰe
সিস্টেমের,ʃistemer
বলোস,bɔlos
আমি,ami
তোরে,t̪ore
বলি,boli
গরম,gɔrom
বাহিরের,bahirer
দেশে,d̪eʃe
সুইজারল্যান্ড,ʃu͡i̯ɟarolænd
বল,bɔl
ইউকে,i͡u̯ke
অন্যান্য,ɔnnanno
বস্টেলে,bɔstele
দেশেও,d̪eʃe͡o̯
অনেক,ɔnek
দুবাই,d̪uba͡i̯
থেইকা,t̪ʰe͡i̯ka
এক্সামপল,ekʃampɔl
জানোস,ɟanos
হিউমিডিটি,hi͡u̯miditi
ফ্রিকেশন,pʰrikeʃon
জানি,ɟani
একটা,ækta
আছে,acʰe
কাজ,kaɟ
হেলিকাপ্টার,helikaptar
দিয়া,d̪iʲa
স্প্রে,spre
পুরা,pura
কান্ট্রির,kantrir
মদ্যে,mod̪d̪e
মাঝখানে,maɟʱkʰane
পর্দা,pɔrd̪a
এবসর্ব,eboʃorbo
করার,kɔrar
মতো,mɔt̪o
এসির,eʃir
ঠান্ডা,tʰanda
দিতেছি,d̪it̪ecʰi
পর্দার,pɔrd̪ar
মাধ্যমে,mad̪d̪ʱome
বাতাস,bat̪aʃ
নিচে,nice
ঠান্ডা-ঠান্ডা-ঠান্ডা,tʰanda-tʰanda-tʰanda
বাতাসটা,bat̪aʃta
আসে,aʃe
এই,e͡i̯
অলমোস্ট,ɔlomost
একসপ্তাহ,ækʃopt̪aho
কৃত্রিম,krit̪rim
বৃষ্টির,briʃtir
কিচ্ছু,kiccʰu
জমিগুলা,ɟomigula
ফাইটা,pʰa͡i̯ta
চৌচির,co͡u̯cir
যাইতেছে,ɟa͡i̯t̪ecʰe
কিশকের,kiʃoker
ধান,d̪ʱan
পুইড়া,pu͡i̯ɽa
গরমে,gɔrme
ওইহানে,o͡i̯hane
ভাবলাম,bʱablam
কয়দিন,kɔʲd̪in
ভার্সিটি,bʱarsiti
আসতেছি,aʃt̪ecʰi
ভাবতেছি,bʱabt̪ecʰi
তারপরেও,t̪arpɔre͡o̯
হাই-হুতাশ,ha͡i̯-hut̪aʃ
করতেছে,kort̪ecʰe
কারণ,karon
ওদের,od̪er
ই,i
বৃষ্টি,briʃti
পড়ে,pɔɽe
এইগুলার,e͡i̯gular
সরকার,ʃɔrkar
দিতেছে,d̪it̪ecʰe
এইখানে,e͡i̯kʰane
কিছুই,kicʰu͡i̯
গরমেই,gɔrme͡i̯
মরতেছি,mort̪ecʰi
ভুগতেছি,bʱugt̪ecʰi
উল্টা,ulta
আমাদেরকে,amad̪erke
বলা,bɔla
রোগ,rog
সতর্ক,ʃɔt̪ɔrko
থাকুন,t̪ʰakun
থাকা,t̪ʰaka
থাকবো,t̪ʰakbo
কীভাবে,kibʱabe
আমাকে,amake
ওয়েটা,oʲeta
দেখাইতে,d̪ækʰa͡i̯t̪e
আচ্ছা,accʰa
সৌদি,so͡u̯d̪i
আরবে,arɔbe
এর,er
বনাঞ্চল,bɔnancɔl
অনেকেই,ɔneke͡i̯
এইটাকে,e͡i̯take
আবার,abar
কেয়ামতের,keʲamɔt̪er
আলামত,alamɔt̪
ভাবতেছে,bʱabt̪ecʰe
কেউ,ke͡u̯
পনেরো,ponero
রোজার,roɟar
মধ্যে,mod̪d̪ʱe
বলতেছিলো,bolt̪ecʰilo
রোজায়,roɟaʲ
নাকি,naki
বিকট,bikt
আওয়াজ,a͡o̯ʷaɟ
এবং,eboŋ
সেইখানে,ʃe͡i̯kʰane
মারা,mara
অন্ধ,ɔnd̪ʱo
এটা,eta
আদৌ,ad̪o͡u̯
সম্ভব,ʃɔmbʱɔb
কেয়ামত,keʲamɔt̪
হওয়া,hoʷa
তোদের,t̪od̪er
ফার্স্ট,pʰarst
থেকেই,t̪ʰeke͡i̯
রিউমার,ri͡u̯mar
প্রথম,prot̪ʰom
রমজান,rɔmoɟan
শুক্রবার,ʃukrobar
রোজা,roɟa
শুক্রবারে,ʃukrobare
ছিলো,cʰilo
তুমি,t̪umi
লজিক,loɟik
ধরো,d̪ʱɔro
তাহলে,t̪ahole
জীবনেও,ɟibɔne͡o̯
কখনোই,kɔkʰono͡i̯
তোমার,t̪omar
হাদিস,had̪is
অনুযায়ী,onuɟaʲi
ভাই,bʱa͡i̯
নরমালি,nɔrmali
এবা,eba
সরকারে,ʃɔrkare
চাইতেছে,ca͡i̯t̪ecʰe
খুব,kʰub
শীঘ্রই,ʃigʱro͡i̯
দুই,d̪u͡i̯
একই,æko͡i̯
দিনে,d̪ine
শুরু,ʃuru
করবে,korbe
সময়ে,ʃɔmɔʲe
জিনিসটা,ɟiniʃta
ঘটবে,gʱotbe
চাঁদপুরের,cãd̪purer
কিয়ামতের,kiʲamt̪er
অবশ্যই,ɔboʃʃo͡i̯
দেখা,d̪ækʰa
মানুষরা,manuʃra
একদিনে,ækd̪ine
ঈদ,id̪
বেচারারা,becarara
ভৌগলিকভাবে,bʱo͡u̯golikbʱabe
সূর্য,ʃurɟo
পিছনে,picʰone
আছি,acʰi
ভৌগোলিকভাবে,bʱo͡u̯golikbʱabe
শোন,ʃono
হইতো,ho͡i̯t̪o
আমেরিকা,amerika
বাংলাদেশ,baŋlad̪eʃ
মানা,mana
বারো,baro
ঘন্টা,gʱɔnta
ডিফারেন,dipʰaren
সেক্ষেত্রেও,ʃekkʰet̪re͡o̯
লজিকটা,loɟikta
আরব,arɔbo
বাহারাইন,bahara͡i̯n
দেশ,d̪eʃ
ডিফারেন্স,dipʰarens
মাত্র,mat̪ro
তিন,t̪in
নিশ্চয়ই,niʃcoʲi
উইঠাও,u͡i̯tʰa͡o̯
উঠতে,utʰt̪e
একদিন,ækd̪in
উঠে,utʰe
আমাদেরও,amad̪ero
তখনই,t̪ɔkʰoni
উঠবে,utʰbe
সূর্যের,ʃurɟer
চাঁদ,cãd̪
চাঁদের,cãd̪er
রাত,rat̪
অনেকক্ষণ,ɔnekkkʰon
সন্ধ্যা,ʃond̪ʱa
তোর,t̪or
দিন,d̪in
হিসাব,hiʃab
মানতাম,mant̪am
সাড়ে,ʃaɽe
লাইনম্যান,la͡i̯nmæn
সুপারভাইজার,ʃuparbʱa͡i̯ɟar
এইগুলা,e͡i̯gula
হেড,hed
ও,o
অইতাছে,ɔ͡i̯t̪acʰe
ফ্লোরের,pʰlorer
দায়িত্ব,d̪aʲit̪t̪o
সেফটি,ʃepʰti
ইনচার্জ,incarɟo
উইডা,u͡i̯da
মামা,mama
ওনুকা,onuka
উ,u
কয়,kɔʲ
যাই,ɟa͡i̯
হইক,ho͡i̯k
জিএম,ɟi͡e̯m
বিএসসি,bi͡e̯ssi
অন,ɔn
অর,ɔr
কিয়ের,kiʲer
জান,ɟan
ইয়ের,iʲer
বিষয়,biʃɔʲ
কিজান,kiɟan
এপিএম,epi͡e̯m
যাইহোক,ɟa͡i̯hok
লোকটা,lokta
হালায়,halaʲ
আনে,ane
হালার,halar
কিবায়,kibaʲ
খরচ,kʰɔroc
অইলো,ɔ͡i̯lo
মালিকের,maliker
কিবা,kiba
আত্মীয়,at̪t̪iʲo
চারকি,carki
করতাছে,kort̪acʰe
বিদেশি,bid̪eʃi
ভায়ার-টায়ার,bʱaʲar-taʲar
আহে,ahe
ই-টি,i-ti
সাদা,ʃad̪a
শাট,ʃat
পইরা,po͡i̯ra
রিং-টিং,riŋ-tiŋ
অগো,ɔgo
পাছে,pacʰe
হুদাই,hud̪a͡i̯
গুরে,gure
কাম,kam
পাশ,paʃ
করো,koro
এহন,ehon
ডিগ্রি,digri
ছাড়া,cʰaɽa
উনু,unu
জিএম-পিএম,ɟi͡e̯m-piʲom
ওয়ার্কার,oʷarkar
নিছাল,nicʰalo
মাল-মূল,mal-mul
টানতো,tant̪o
হেন,hen
থিকা,t̪ʰika
ছিকছে,cʰikcʰe
ন,n
উইযে,u͡i̯ɟe
উনুকার,unukar
চেয়ারম্যানের,ceʲarmæner
ছেলে,cʰele
উইডারে,u͡i̯dare
এসআর,eʃo͡a̯r
কিয়,kiʲ
যেতো,ɟet̪o
দায়িত্বের,d̪aʲit̪t̪er
দ্যাহা-শোনা,d̪æha-ʃona
কম্পিউটারে,kɔmpi͡u̯tare
ওইডার,o͡i̯dar
সাথে,ʃat̪ʰe
রাজনীতি,raɟnit̪i
মিছিল-টিছিলে,micʰilo-ticʰile
ওউ,o͡u̯
ফোর-টোয়েন্টির,pʰor-toʷentir
ন্যালগা,nælga
বাহে,bahe
চেয়ারম্যান,ceʲarmæn
এখানে,ekʰane
বললো,bollo
দেহে,d̪ehe
স্টার্ট,start
পারবো,parbo
সবসময়,ʃɔbʃɔmɔʲ
গেলে,gele
পরেরদিনই,pɔrerd̪ini
করি,kori
পর,pɔr
ঠিকাছে,tʰikacʰe
রাখবে,rakʰbe
রাখবো,rakʰbo
দিনেই,d̪ine͡i̯
মুসলিম,muslim
কান্ট্রিগুলা,kantrigula
হয়তোবা,hɔʲt̪oba
সাইন্টিফিক,sa͡i̯ntipʰik
হয়তো,hɔʲt̪o
এখন,ækʰon
ভবিষ্যতে,bʱobiʃʃot̪e
আগায়,agaʲ
আসবে,aʃbe
টাইমে,ta͡i̯me
কিছুদিন,kicʰud̪in
এইটাও,e͡i̯ta͡o̯
এইটারেও,e͡i̯tare͡o̯
ওইটা,o͡i̯ta
বান্দা,band̪a
আল্লা,alla
নামি,nami
বান্দাদের,band̪ad̪er
মেসেজ,meʃeɟ
দিছে,d̪icʰe
আজাইরা,aɟa͡i̯ra
জিনিস,ɟiniʃ
কোতো,kot̪o
হাদিসেই,had̪iʃe͡i̯
পাই,pa͡i̯
হাদিসে,had̪iʃe
আরপে,arpe
আকাশে,akaʃe
পশ্চিম,poʃcim
পূর্ব,purbo
লাল,lal
রঙের,rɔŋer
গোলা,gola
ঝাটার,ɟʱatar
আলো,alo
বিচ্ছুরণ,biccʰuron
এইরকম,e͡i̯rɔkom
তারার,t̪arar
আলোক,alok
খসতেছে,kʰɔʃt̪ecʰe
লম্বা,lɔmba
আকারে,akare
লেজ,leɟ
বিশিষ্ট,biʃiʃto
পড়ছে,poɽcʰe
লেজবিশিষ্ট,leɟobiʃiʃto
তারকা,t̪arka
দেখি,d̪ekʰi
শুনলাম,ʃunlam
যেভাবে,ɟebʱabe
রিয়েলটা,riʲelta
তারপর,t̪arpɔr
অনেকে,ɔneke
কারেকশন,karekʃon
করলো,korlo
সেটার,ʃetar
কখন,kɔkʰon
আল্লাকে,allake
স্মরণ,ʃɔrɔn
থাকবে,t̪ʰakbe
আস্তে,ast̪e
প্রকাশ,prokaʃ
পাইতেছে,pa͡i̯t̪ecʰe
বাদ,bad̪
দে,d̪e
হওয়ার,hoʷar
যাকাত,ɟakat̪
দেওয়ার,d̪e͡o̯ʷar
লোক,lok
পাবে,pabe
আমিতো,amit̪o
এহনও,ehono
গরীব,gorib
দেখলি,d̪ekʰli
বঙ্গবাজারে,bɔŋgobaɟare
কতো,kɔt̪o
নিঃস্ব,niʃʃʃo
একজায়গায়,ækɟaʲgaʲ
দাম,d̪am
বাড়ার,baɽar
হা-হুতাশ,ha-hut̪aʃ
খাবার,kʰabar
অন্যদিকে,ɔnnod̪ike
গোল্ডের,golder
জিলাপি,ɟilapi
এইডা,e͡i̯da
দেখছোস,d̪ekʰcʰoʃ
এইটাতে,e͡i̯tat̪e
হইছে,ho͡i̯cʰe
ফুড,pʰud
ব্লগাররাই,blɔgarra͡i̯
হোটেল,hotel
শেরাটনে,ʃeratne
বলতে,bolt̪e
পারি,pari
হোটেলের,hoteler
নামটা,namta
আঠারো,atʰaro
ক্যারেট,kæret
স্বর্ণের,ʃɔrner
বিক্রি,bikri
কেজি,keɟi
যেনো,ɟeno
বিশ,biʃ
হাজার,haɟar
এককেজি,ækkeɟi
কে,ke
কিনে,kine
দেখলে,d̪ekʰle
আরেকটা,arekta
ইলিয়েন,iliʲen
ইলিয়েনের,iliʲener
পাঞ্জাবি,panɟabi
ওইখানেও,o͡i̯kʰane͡o̯
মানুষের,manuʃer
ভীড়,bʱiɽ
লাইন,la͡i̯n
ধইরা,d̪ʱo͡i̯ra
কিনতে,kint̪e
এক্সুয়ালি,eksuʷali
ইলিয়েনে,iliʲene
রে,re
ব্র‍্যান্ডেড,branded
রিসেন্টলি,risentɔli
ভালো,bʱalo
প্রোডাক্ট,prodakt
কারণে,karone
ব্র‍্যান্ড,brand
হয়ে,hoʲe
এতোটা,et̪ota
পপুলার,popular
কখনো,kɔkʰono
টপ,tɔp
ব্র‍্যান,bran
টেনের,tener
যারা,ɟara
দিনই,d̪ini
ইলিয়নের,iliʲoner
নাম,nam
শুনি,ʃuni
টাইম,ta͡i̯m
দেখলাম,d̪ekʰlam
ধরা,d̪ʱɔra
এটাতো,etat̪o
ভাইরাল,bʱa͡i̯ral
একদম,ækd̪ɔm
ব্লগাররা,blɔgarra
ব্লগ,blɔg
ইলিয়ানের,iliʲaner
মানুষসব,manuʃʃob
বাংলাদেশের,baŋlad̪eʃer
হুজোগে,huɟoge
বাঙ্গালি,baŋgali
যেইখানে,ɟe͡i̯kʰane
দেখে,d̪ekʰe
প্রাইজ,pra͡i̯ɟ
বেশি,beʃi
একটু,ektu
নিজেরা,niɟera
নিজদেরকে,niɟd̪erke
সেইদিকে,ʃe͡i̯d̪ike
ছুইটা,cʰu͡i̯ta
বেড়ায়,beɽaʲ
যেমন,ɟæmon
ঢাকা,dʱaka
ভার্সিটির,bʱarsitir
রোড,rod
সাইট,sa͡i̯t
ফুডগুলা,pʰudgula
ওইগুলার,o͡i̯gular
অবস্থা,ɔbost̪ʰa
সাইড,sa͡i̯d
উঠাইয়াই,utʰa͡i̯ʲa͡i̯
মান,man
টানা,tana
হিচড়া,hicɽa
সেটা,ʃeta
ব্যবসা,bæbʃa
প্রতিষ্ঠান,prot̪iʃtʰan
মার্কেটিং,marketiŋ
সেগমেন্ট,ʃegoment
বায়ার্সদের,baʲarsd̪er
সাইকোলজি,sa͡i̯koloɟi
খেলে,kʰele
তুই,t̪u͡i̯
দেখবি,d̪ekʰbi
তিনশো,t̪inʃo
বললে,bolle
কিনবি,kinbi
বলবে,bolbe
টু,tu
নাইনটি,na͡i̯nti
নাইন,na͡i̯n
রুপিস,rupiʃ
ওয়াও,oʷa͡o̯
সেল,sel
এটাই,eta͡i̯
আল্টিমেটলি,altimetli
টাকাই,taka͡i̯
এগিলিই,egili͡i̯
পাশশো,paʃʃo
দামের,d̪amer
ছাড়ে,cʰaɽe
আছিলো,acʰilo
পনরোশো,ponoroʃo
পাশশোতে,paʃʃot̪e
প্রোডাক্টটা,prodaktta
টাকারই,takari
হুমড়ি,humɽi
খাইয়া,kʰa͡i̯ʲa
যেখানেই,ɟekʰane͡i̯
ছাড়,cʰaɽ
সেখানেই,ʃekʰane͡i̯
দেখতেছিস,d̪ekʰt̪ecʰiʃ
দেখছিস,d̪ekʰcʰiʃ
বাটার,batar
দোকানে,d̪okane
ছাড়ের,cʰaɽer
জুতাগুলা,ɟut̪agula
সেখানে,ʃekʰane
ভোক্তা,bʱokt̪a
অধিকার,od̪ʱikar
আইনের,a͡i̯ner
গেছিলো,gecʰilo
দেখাইছে,d̪ækʰa͡i̯cʰe
বি,bi
গ্রেডের,greder
পণ্য,ponno
বইলাই,bo͡i̯la͡i̯
এইভাবে,e͡i̯bʱabe
এইগুলি,e͡i̯guli
গ্রেটের,greter
তাদেরকে,t̪ad̪erke
জানাচ্ছে,ɟanaccʰe
জুতা,ɟut̪a
নেওয়ার,ne͡o̯ʲar
পরেই,pɔre͡i̯
হইয়ে,ho͡i̯ʲe
ফ্রেন্ডের,pʰrender
জুতাও,ɟut̪a͡o̯
নিছে,nicʰe
দুইদিনও,d̪u͡i̯d̪ino
পরতে,port̪e
পারে,pare
ফ্রেন্ডডা,pʰrendda
অধিকারে,od̪ʱikare
কমপ্লেন,kɔmplen
ইল্যিগাল,ilbʱigal
বাটা,bata
বিশ্বাস,biʃʃaʃ
করতো,kort̪o
এইখানের,e͡i̯kʰaner
হইলেও,ho͡i̯le͡o̯
টেকসই,tekʃi
ওইগুলাও,o͡i̯gula͡o̯
ঝামেলা,ɟʱamela
ভেজাল,bʱeɟal
করতেই,kort̪e͡i̯
পারবে,parbe
এগুলি,eguli
সমস্যা,ʃɔmoʃʃa
দেখতেছি,d̪ekʰt̪ecʰi
আইন,a͡i̯n
জোরদারভাবে,ɟord̪arbʱabe
কসমেটিকসের,kɔʃɔmetikser
দোকান,d̪okan
অনেককিছু,ɔnekkicʰu
কিনতাম,kint̪am
সাজগোজ,ʃaɟgoɟ
তোরা,t̪ora
শুনছোস,ʃuncʰoʃ
রিসেন্টলিতো,risentɔlit̪o
মেয়াদ,meʲad̪
উত্তির্নের,ut̪t̪irner
বসাইয়া,bɔʃa͡i̯ʲa
চালু,calu
আমদানিকারকের,amd̪anikarker
সীল,sil
মূল্যও,mullo͡o̯
নিজেরাই,niɟera͡i̯
বসায়,bɔʃaʲ
ইম্পোর্টেড,imported
জিনিসগুলা,ɟiniʃgula
শুধু,ʃud̪ʱu
ইংলট,iŋlɔt
মেকআপ,mekap
করবি,korbi
ইংলটেরটা,iŋloterta
ইংলডে,iŋlde
চকবাজারের,cɔkbaɟarer
মাল,mal
আইনা,a͡i̯na
ইংলটের,iŋloter
ডিসপ্লের,displer
জায়গা,ɟaʲga
রাইখা,ra͡i̯kʰa
এবার,ebar
ব্লগার,blɔgar
প্রোমোটার,promotar
রিভিউ,ribʱi͡u̯
দিবে,d̪ibe
কাস্টমার,kastomar
মালগুলা,malgula
যহনকা,ɟɔhonka
ডিউটি,di͡u̯ti
তহন,t̪ɔhon
অগোর,ɔgor
বাজে,baɟe
হুল্লা,hulla
হোমানে,homane
পরিচয়,poricɔʲ
আইগায়,a͡i̯gaʲ
ওর,or
বেতনও,bet̪ono
সত্তুর-আশি,ʃɔt̪t̪ur-aʃi
আজার,aɟar
যোগ্যতা,ɟoggot̪a
লাইনের,la͡i̯ner
আইগাইয়া,a͡i̯ga͡i̯ʲa
গা,ga
লাইনে,la͡i̯ne
আইগাই,a͡i̯ga͡i̯
অরে,ɔre
দিতাছে,d̪it̪acʰe
কিয়েরে,kiʲere
পোলার,polar
পাওয়ার,pa͡o̯ʷar
ঠিকভাবে,tʰikbʱabe
বসতে,boʃt̪e
পারলে,parle
কেরা,kera
আইগা,a͡i̯ga
হায়,haʲ
জানো,ɟano
তোমারে,t̪omare
ইতিহাসটা,it̪ihaʃta
ম্যালা,mæla
দেকপা,d̪ekpa
বিশাল,biʃal
শিক্ষিত,ʃikkʰit̪o
চেড়ির,ceɽir
চেড়ি,ceɽi
থুইয়া,t̪ʰu͡i̯ʲa
পোরসাব,porʃab
করবো,korbo
কেমন,kæmon
পাঁচ,pãc
লক্ষ,lɔkkʰo
কামাই,kama͡i̯
করলা,korla
টাকাও,taka͡o̯
দেও,d̪e͡o̯
চাইর,ca͡i̯r
অনু,onu
থাকতাছে,t̪ʰakt̪acʰe
সেটাই,ʃeta͡i̯
ওইডস,o͡i̯doʃ
কবো,kobo
লাক,lak
লাকই,laki
চেষ্টা,ceʃta
একবারই,ækbari
খা,kʰa
হাবো,habo
দ্বিতীয়বার,d̪it̪iʲobar
ট্যাহাই,tæha͡i̯
বুঝতে,buɟʱt̪e
বুইজা,bu͡i̯ɟa
হাইরা,ha͡i̯ra
লাগবো,lagbo
নলেজ,nɔleɟ
ব্যাপারই,bæpari
টাঙ্গাইলা,taŋga͡i̯la
পোলা,pola
অইয়া,ɔ͡i̯ʲa
হাও,ha͡o̯
কোনাহানেই,konahane͡i̯
হাবা,haba
বুজো,buɟo
কথাটা,kɔt̪ʰata
দেহো,d̪eho
আঙ্গোর,aŋgor
গ্রামে,grame
গার্মেন্টসের,garmentʃer
মালিক,malik
গার্মেন্টস,garmentɔʃ
ফ্যাক্টরিও,pʰæktori͡o̯
একজন,ækɟon
বক্করের,bokkorer
চাইয়া,ca͡i̯ʲa
কুটিপুতি,kutiput̪i
ব্যাডারি,bædari
ফেটারি,pʰetari
বাদেই,bad̪e͡i̯
লোকটাও,lokta͡o̯
যুবকই,ɟuboko͡i̯
ধরবার,d̪ʱorbar
বয়স,bɔʲoʃ
অবো,ɔbo
আছেই,acʰe͡i̯
কুটি,kuti
ট্যাহার,tæhar
আছাল,acʰalo
নিজেই,niɟe͡i̯
মেশিং,meʃiŋ
কিনা,kina
এইডাই,e͡i̯da͡i̯
সবগুলা,ʃɔbgula
টাক,tak
কুটিপতি,kutipot̪i
ভালোই,bʱalo͡i̯
টাকা-পয়সা,taka-pɔʲʃa
অইছে,e͡i̯cʰe
হে,he
ওইরকম,o͡i̯rɔkom
নাইকা,na͡i̯ka
এইজন্যে,e͡i̯ɟonne
বুজা,buɟa
যাইতাছে,ɟa͡i̯t̪acʰe
দেহা,d̪eha
মাসে,maʃe
দশ,d̪ɔʃ
ট্যাহা,tæha
টেহা,teha
লাখ,lakʰ
এমপিরে,empire
দিতে,d̪it̪e
হের,her
বাজবো,baɟbo
এমপি,empi
দেখতাছেনা,d̪ekʰt̪acʰena
বইয়া,bo͡i̯ʲa
থাইকা,t̪ʰa͡i̯ka
দশবিশ,d̪ɔʃbiʃ
পাইতাছি,pa͡i̯t̪acʰi
করুক,koruk
এমপির,empir
যেনু,ɟenu
সাপোর্ট,ʃaport
হেনুই,henu͡i̯
সমস্যাই,ʃɔmoʃʃa͡i̯
পড়ছিলো,poɽcʰilo
গার্মে,garme
ঝুটের,ɟʱuter
ঝুট,ɟʱut
নামায়,namaʲ
পোশাক,poʃak
বের,ber
যেদিনকা,ɟed̪inka
ওইদিনকা,o͡i̯d̪inka
সবাইরে,ʃɔba͡i̯re
নিচ,nic
উপর,upor
গেটের,geter
দারোয়ান,d̪aroʷan
তে,t̪e
দা,d̪a
অরাতো,ɔrat̪o
ঝুটে,ɟʱute
কয়েক,kɔʲek
লাভ,labʱ
বেরই,beri
প্যান,pæn
প্যানগুলা,pængula
কেসও,keso
ভালোইটি,bʱalo͡i̯ti
গার্মেন্টসই,garmenti
দেখপা,d̪ekʰpa
ফকির,pʰokir
গেতাছে,get̪acʰe
মূরুক্ষতার,murukkʰot̪ar
কও,kɔ͡o̯
চি,ci
এইডাও,e͡i̯da͡o̯
কোনসম,konʃɔm
হৃদয়,rid̪ɔʲ
আইগাইয়াও,a͡i̯ga͡i̯ʲa͡o̯
যা,ɟa
হারো,haro
বন্দু,bond̪u
তাইতো,t̪a͡i̯t̪o
কোনডা,konda
দেখতাছি,d̪ekʰt̪acʰi
বেঁচমু,bẽcmu
