Unnamed: 0,District,External_ID,Contents,ipa,sentence
36,Habiganj,rec_01_audio_7.wav,"ওইডানু আমি কল দিছিলাম বিয়ার আগে, অখন দিখি নাম্বার আরাইলিছি।"," o͡i̯danu ami kɔl d̪icʰilam biʲar age, ɔkʰon d̪ikʰi nambar ara͡i̯licʰi।","ওইডানু আমি কল দিছিলাম বিয়ার আগে, অখন দিখি নাম্বার আরাইলিছি।"
37,Habiganj,rec_01_audio_7.wav,তে নাম্বারটা আবার নে।, t̪e nambarta abar ne।,তে নাম্বারটা আবার নে।
38,Habiganj,rec_01_audio_7.wav,"বিয়ার আগে যে বাটফারি খরছিলাম, হুনছিলা?"," biʲar age ɟe batpʰari kʰorcʰilam, huncʰila?","বিয়ার আগে যে বাটফারি খরছিলাম, হুনছিলা?"
39,Habiganj,rec_01_audio_7.wav,"নাম্বার নে, ফোন দে নিয়া।"," nambar ne, pʰon d̪e niʲa।","নাম্বার নে, ফোন দে নিয়া।"
40,Habiganj,rec_01_audio_8.wav,আমার নাম্বার  কী আড়াইলাইছে?, amar nambar  ki aɽa͡i̯la͡i̯cʰe?,আমার নাম্বার  কী আড়াইলাইছে?
41,Habiganj,rec_01_audio_8.wav,"তোর নাম্বার মনয় নাই, ওই সিম নষ্ট ওই গেছেগা।"," t̪or nambar monoʲ na͡i̯, o͡i̯ ʃim nɔʃto o͡i̯ gecʰega।","তোর নাম্বার মনয় নাই, ওই সিম নষ্ট ওই গেছেগা।"
42,Habiganj,rec_01_audio_8.wav,"তাইলে বালোইছে, আরেকবার ফোন দিয়া একটা কইমুনে।"," t̪a͡i̯le balo͡i̯cʰe, arekbar pʰon d̪iʲa ækta ko͡i̯mune।","তাইলে বালোইছে, আরেকবার ফোন দিয়া একটা কইমুনে।"
43,Habiganj,rec_01_audio_8.wav,"আবার একটা কিতা খরতারবে, চেটিং খরতারবে, ছিটিং।"," abar ækta kit̪a kʰɔrot̪arbe, cetiŋ kʰɔrot̪arbe, cʰitiŋ।","আবার একটা কিতা খরতারবে, চেটিং খরতারবে, ছিটিং।"
44,Habiganj,rec_01_audio_8.wav,এরা টেখা উডায় না?, era tekʰa udaʲ na?,এরা টেখা উডায় না?
45,Habiganj,rec_01_audio_8.wav,"কিস্তি দেয় না ফতি মাসে, মাসে?"," kist̪i d̪eʲ na pʰot̪i maʃe, maʃe?","কিস্তি দেয় না ফতি মাসে, মাসে?"
46,Habiganj,rec_01_audio_9.wav,এর আব্বুর নামেই নিছে।, er abbur name͡i̯ nicʰe।,এর আব্বুর নামেই নিছে।
47,Habiganj,rec_01_audio_9.wav,"আফনের তো ই মাসের কিস্তি দেওয়া অইছে না, খ।"," apʰoner t̪o i maʃer kist̪i d̪e͡o̯ʷa e͡i̯cʰe na, kʰ।","আফনের তো ই মাসের কিস্তি দেওয়া অইছে না, খ।"
48,Habiganj,rec_01_audio_9.wav,"দেওয়া অইছে না, আর মাসের দশ তারিখ দেয় কিস্তি।"," d̪e͡o̯ʷa e͡i̯cʰe na, ar maʃer d̪ɔʃ t̪arikʰ d̪eʲ kist̪i।","দেওয়া অইছে না, আর মাসের দশ তারিখ দেয় কিস্তি।"
49,Habiganj,rec_01_audio_9.wav,অখন খইলে বিশ্বাসও খরতো না।, ɔkʰon kʰo͡i̯le biʃʃaʃo kʰɔrot̪o na।,অখন খইলে বিশ্বাসও খরতো না।
50,Habiganj,rec_01_audio_9.wav,"মিটুর মারে জিগাইছি, তোামর কোন জালের সাতে বেশি খাইজ্জা, কোন জালের সাতে বেশি মিল?"," mitur mare ɟiga͡i̯cʰi, t̪o͡a̯mɔr kon ɟaler ʃat̪e beʃi kʰa͡i̯ɟɟa, kon ɟaler ʃat̪e beʃi mil?","মিটুর মারে জিগাইছি, তোামর কোন জালের সাতে বেশি খাইজ্জা, কোন জালের সাতে বেশি মিল?"
51,Habiganj,rec_01_audio_10.wav,"নতুন জালের <> তুমি তো ইহানো তাখোই না, তোমর মিল ফইরা, তারফরও আয় দর, যত দিনওই তাখি, এরা আমার সাতে জিদ কইরা তাখে।"," not̪un ɟaler <> t̪umi t̪o ihano t̪akʰo͡i̯ na, t̪omor mil pʰo͡i̯ra, t̪arpʰɔro aʲ d̪ɔr, ɟɔt̪o d̪ino͡i̯ t̪akʰi, era amar ʃat̪e ɟid̪ ko͡i̯ra t̪akʰe।","নতুন জালের <> তুমি তো ইহানো তাখোই না, তোমর মিল ফইরা, তারফরও আয় দর, যত দিনওই তাখি, এরা আমার সাতে জিদ কইরা তাখে।"
52,Habiganj,rec_01_audio_10.wav,"এর লাইগা আমি আর, এম্নে টিকই যতটুকু ফারি এরার সাতে, অহন তুমি নু বড়লোক, বারে তাখো।"," er la͡i̯ga ami ar, emne tiki ɟɔt̪otuku pʰari erar ʃat̪e, ɔhon t̪umi nu boɽolok, bare t̪akʰo।","এর লাইগা আমি আর, এম্নে টিকই যতটুকু ফারি এরার সাতে, অহন তুমি নু বড়লোক, বারে তাখো।"
53,Habiganj,rec_01_audio_11.wav,এরা মনে খরে বড়লোক মানুষ আইছে।, era mone kʰore boɽolok manuʃ a͡i̯cʰe।,এরা মনে খরে বড়লোক মানুষ আইছে।
54,Habiganj,rec_01_audio_11.wav,"আমার খাম-ওম খইরা খাওয়াইয়া দিয়া যাক, বুচ্ছত।"," amar kʰam-om kʰo͡i̯ra kʰa͡o̯ʷa͡i̯ʲa d̪iʲa ɟak, buccʰɔt̪o।","আমার খাম-ওম খইরা খাওয়াইয়া দিয়া যাক, বুচ্ছত।"
55,Habiganj,rec_01_audio_11.wav,"না, এরা তো মনে খরে বেডি ইহানো খতো আরামে তাখে।"," na, era t̪o mone kʰore bedi ihano kʰɔt̪o arame t̪akʰe।","না, এরা তো মনে খরে বেডি ইহানো খতো আরামে তাখে।"
56,Habiganj,rec_01_audio_11.wav,"ওম, এরা তো ইত্তোই মনে খরে।"," om, era t̪o it̪t̪o͡i̯ mone kʰore।","ওম, এরা তো ইত্তোই মনে খরে।"
57,Habiganj,rec_01_audio_11.wav,<>,<>,<>
58,Habiganj,rec_01_audio_12.wav,"<> খও, ফোলার নাম কিতা খইতায় না তে?"," <> kʰɔ͡o̯, pʰolar nam kit̪a kʰo͡i̯t̪aʲ na t̪e?","<> খও, ফোলার নাম কিতা খইতায় না তে?"
59,Habiganj,rec_01_audio_12.wav,আমার ফোলার নাম আবু সায়ীদ আদনান।, amar pʰe͡a̯lar nam abu ʃaʲid̪ ad̪onan।,আমার ফোলার নাম আবু সায়ীদ আদনান।
60,Habiganj,rec_01_audio_12.wav,<> বাড়িত গিয়া ফতমে কিতা খরছো খওছান?, <> baɽit̪o giʲa pʰot̪ɔme kit̪a kʰorcʰo kʰocʰan?,<> বাড়িত গিয়া ফতমে কিতা খরছো খওছান?
61,Habiganj,rec_01_audio_12.wav,<> গিয়া আর বাল্লাগে না।, <> giʲa ar ballage na।,<> গিয়া আর বাল্লাগে না।
62,Habiganj,rec_01_audio_13.wav,<> বাল্লাগতো না।, <> ballagt̪o na।,<> বাল্লাগতো না।
63,Habiganj,rec_01_audio_13.wav,<> মারা-মারির সময়টার খতা খও একটু।, <> mara-marir ʃɔmɔʲtar kʰɔt̪a kʰɔ͡o̯ ektu।,<> মারা-মারির সময়টার খতা খও একটু।
64,Habiganj,rec_01_audio_13.wav,খও।,kʰɔ͡o̯।,খও।
65,Habiganj,rec_01_audio_13.wav,দিয়া তুমার জামাইয়ে কিতা খইছে মারা-মারি লইয়া খও।, d̪iʲa t̪umar ɟama͡i̯ʲe kit̪a kʰo͡i̯cʰe mara-mari lɔ͡i̯ʲa kʰɔ͡o̯।,দিয়া তুমার জামাইয়ে কিতা খইছে মারা-মারি লইয়া খও।
66,Habiganj,rec_01_audio_13.wav,<>,<>,<>
67,Habiganj,rec_01_audio_14.wav,"তে তোমার বিয়ার আগে কিরখম আছিলা, বিয়ার ফরে কিরখম?"," t̪e t̪omar biʲar age kirɔkʰom acʰila, biʲar pʰɔre kirɔkʰom?","তে তোমার বিয়ার আগে কিরখম আছিলা, বিয়ার ফরে কিরখম?"
68,Habiganj,rec_01_audio_14.wav,অ্যাহহে!,æhohe!,অ্যাহহে!
69,Habiganj,rec_01_audio_14.wav,অ্যা কী ফ্রশ্ন খরে।, æ ki pʰrosno kʰore।,অ্যা কী ফ্রশ্ন খরে।
70,Habiganj,rec_01_audio_14.wav,বুচ্ছনি?,buccʰoni?,বুচ্ছনি?
71,Habiganj,rec_01_audio_14.wav,যা একটা ফ্রশ্ন <> কিতা খইতামবে?, ɟa ækta pʰrosno <> kit̪a kʰo͡i̯t̪ambe?,যা একটা ফ্রশ্ন <> কিতা খইতামবে?
72,Habiganj,rec_01_audio_14.wav,"দুরু, দুরু, স্বাধীনতা আছিলো।"," d̪uru, d̪uru, ʃad̪ʱinot̪a acʰilo।","দুরু, দুরু, স্বাধীনতা আছিলো।"
73,Habiganj,rec_01_audio_15.wav,"<> মা-বাফের খতা, কলেজো যাই?"," <> ma-bapʰer kʰɔt̪a, kɔleɟo ɟa͡i̯?","<> মা-বাফের খতা, কলেজো যাই?"
74,Habiganj,rec_01_audio_15.wav,আইচ্ছা যাওগা।, a͡i̯ccʰa ɟa͡o̯ga।,আইচ্ছা যাওগা।
75,Habiganj,rec_01_audio_15.wav,"ওঙ্কা যদি খলেজো যাই, অবিগঞ্জ যাই জামাইরে খও, শ্বশুর-শাশুড়িরে খও, আইতে গেলে জিগাও, যাইতে গেলে জিগাও।"," oŋka ɟod̪i kʰɔleɟo ɟa͡i̯, ɔbigɔnɟ ɟa͡i̯ ɟama͡i̯re kʰɔ͡o̯, ʃoʃur-ʃaʃuɽire kʰɔ͡o̯, a͡i̯t̪e gele ɟiga͡o̯, ɟa͡i̯t̪e gele ɟiga͡o̯।","ওঙ্কা যদি খলেজো যাই, অবিগঞ্জ যাই জামাইরে খও, শ্বশুর-শাশুড়িরে খও, আইতে গেলে জিগাও, যাইতে গেলে জিগাও।"
76,Habiganj,rec_01_audio_15.wav,"বাফের বাইত তাকলে তো কুনু সমস্যা নাই, দুরু তোমার জামাই খতো বালা তুমিওত্তোই খইছো।"," bapʰer ba͡i̯t̪o t̪akle t̪o kunu ʃɔmoʃʃa na͡i̯, d̪uru t̪omar ɟama͡i̯ kʰɔt̪o bala t̪umi͡o̯t̪t̪o͡i̯ kʰo͡i̯cʰo।","বাফের বাইত তাকলে তো কুনু সমস্যা নাই, দুরু তোমার জামাই খতো বালা তুমিওত্তোই খইছো।"
77,Habiganj,rec_01_audio_16.wav,অতো জিগানি লাগে?, ɔt̪o ɟigani lage?,অতো জিগানি লাগে?
78,Habiganj,rec_01_audio_16.wav,<> অহন জামইরে কি জিগাইয়া যাওন লাগে না?, <> ɔhon ɟamire ki ɟiga͡i̯ʲa ɟa͡o̯n lage na?,<> অহন জামইরে কি জিগাইয়া যাওন লাগে না?
79,Habiganj,rec_01_audio_16.wav,"জামাই তো বালোই, আইচ্ছা যাও সমস্যা নাই।"," ɟama͡i̯ t̪o balo͡i̯, a͡i̯ccʰa ɟa͡o̯ ʃɔmoʃʃa na͡i̯।","জামাই তো বালোই, আইচ্ছা যাও সমস্যা নাই।"
80,Habiganj,rec_01_audio_16.wav,"খওন তো লাগে, যে যাইতামনি?"," kʰɔ͡o̯n t̪o lage, ɟe ɟa͡i̯t̪amoni?","খওন তো লাগে, যে যাইতামনি?"
81,Habiganj,rec_01_audio_16.wav,আইচ্ছা যাও সমস্যা নাই।, a͡i̯ccʰa ɟa͡o̯ ʃɔmoʃʃa na͡i̯।,আইচ্ছা যাও সমস্যা নাই।
82,Habiganj,rec_01_audio_16.wav,এরফরে খওন লাগে যাইগা আজকে?, erpʰɔre kʰɔ͡o̯n lage ɟa͡i̯ga aɟke?,এরফরে খওন লাগে যাইগা আজকে?
83,Habiganj,rec_01_audio_16.wav,"আইচ্ছা যাইওনে, একদিন ফরে, দুইদিন ফরে।"," a͡i̯ccʰa ɟa͡i̯one, ækd̪in pʰɔre, d̪u͡i̯d̪in pʰɔre।","আইচ্ছা যাইওনে, একদিন ফরে, দুইদিন ফরে।"
84,Habiganj,rec_01_audio_17.wav,"আইচ্ছা তে তোমার জামাইরে লইয়া খও কিরখম, কিতা খরে না খরে?"," a͡i̯ccʰa t̪e t̪omar ɟama͡i̯re lɔ͡i̯ʲa kʰɔ͡o̯ kirɔkʰom, kit̪a kʰore na kʰore?","আইচ্ছা তে তোমার জামাইরে লইয়া খও কিরখম, কিতা খরে না খরে?"
85,Habiganj,rec_01_audio_17.wav,"আমার জামাই, আমার জামাই তো বালাওই সব মতেওই।"," amar ɟama͡i̯, amar ɟama͡i̯ t̪o bala͡o̯i ʃɔb mɔt̪e͡o̯i।","আমার জামাই, আমার জামাই তো বালাওই সব মতেওই।"
86,Habiganj,rec_01_audio_17.wav,খওনে কিতা খরে?, kʰɔ͡o̯ne kit̪a kʰore?,খওনে কিতা খরে?
87,Habiganj,rec_01_audio_17.wav,"কিছু স্মৃতি আছে না, কোনখানো ঘুরছো-উরছো জামাই লইয়া?"," kicʰu srit̪i acʰe na, konkʰano gʱurcʰo-urcʰo ɟama͡i̯ lɔ͡i̯ʲa?","কিছু স্মৃতি আছে না, কোনখানো ঘুরছো-উরছো জামাই লইয়া?"
88,Habiganj,rec_01_audio_17.wav,ওই একটা পার্কও গেছিলাম <> পার্কও।, o͡i̯ ækta parko gecʰilam <> parko।,ওই একটা পার্কও গেছিলাম <> পার্কও।
89,Habiganj,rec_01_audio_17.wav,ছবি-টবি তুইল্লা, cʰobi-tbi t̪u͡i̯lla,ছবি-টবি তুইল্লা
90,Habiganj,rec_01_audio_18.wav,"আর কিতা, কিতা খরছো?"," ar kit̪a, kit̪a kʰorcʰo?","আর কিতা, কিতা খরছো?"
91,Habiganj,rec_01_audio_18.wav,"ওদ্দিন বিয়া ওইছে, খালি একটাওই বুলি স্মৃতি!"," od̪d̪in biʲa o͡i̯cʰe, kʰali ækta͡o̯i buli srit̪i!","ওদ্দিন বিয়া ওইছে, খালি একটাওই বুলি স্মৃতি!"
92,Habiganj,rec_01_audio_18.wav,"আল্লাগো, আল্লা!"," allago, alla!","আল্লাগো, আল্লা!"
93,Habiganj,rec_01_audio_18.wav,"আমরা দে যাই, আর খতো স্মৃতি আছে।"," amra d̪e ɟa͡i̯, ar kʰɔt̪o srit̪i acʰe।","আমরা দে যাই, আর খতো স্মৃতি আছে।"
94,Habiganj,rec_01_audio_18.wav,"ফুচখা খাই, জালমুড়ি খাই।"," pʰuckʰa kʰa͡i̯, ɟalmuɽi kʰa͡i̯।","ফুচখা খাই, জালমুড়ি খাই।"
95,Habiganj,rec_01_audio_18.wav,"উইতাওত্তো রাত্রের গাইড়ে আই, দিনের গাইড়ে আই।"," u͡i̯t̪a͡o̯t̪t̪o rat̪rer ga͡i̯ɽe a͡i̯, d̪iner ga͡i̯ɽe a͡i̯।","উইতাওত্তো রাত্রের গাইড়ে আই, দিনের গাইড়ে আই।"
96,Habiganj,rec_01_audio_18.wav,<> খতোতা আছে খরি।, <> kʰt̪ot̪a acʰe kʰori।,<> খতোতা আছে খরি।
97,Habiganj,rec_01_audio_18.wav,ইতাওত্তোই।,it̪a͡o̯t̪t̪o͡i̯।,ইতাওত্তোই।
98,Habiganj,rec_01_audio_19.wav,<> কুনু পার্ক-টার্ক নাই৷ একটা পার্কওই আছে।, <> kunu parko-tarko na͡i̯ ækta parko͡i̯ acʰe।,<> কুনু পার্ক-টার্ক নাই৷ একটা পার্কওই আছে।
99,Habiganj,rec_01_audio_19.wav,তে একদিন লইয়া গেছিলো।, t̪e ækd̪in lɔ͡i̯ʲa gecʰilo।,তে একদিন লইয়া গেছিলো।
100,Habiganj,rec_01_audio_19.wav,আর একটা আছে বারহাম।, ar ækta acʰe barham।,আর একটা আছে বারহাম।
101,Habiganj,rec_01_audio_19.wav,"খইছ্লো, খয়, আইচ্ছা, ইখানো আরেক দিন লইয়া যাইমুনে।"," kʰo͡i̯cʰlo, kʰɔʲ, a͡i̯ccʰa, ikʰano arek d̪in lɔ͡i̯ʲa ɟa͡i̯mune।","খইছ্লো, খয়, আইচ্ছা, ইখানো আরেক দিন লইয়া যাইমুনে।"
102,Habiganj,rec_01_audio_19.wav,আরেকটা আমরা বাসার সাথে একটা শিশু পার্ক আছে৷ এরে লইয়া মাঝে মাঝে শিশু পার্কও গেলে <> সিলেট তো সুন্দর গুরানির জাগা আছে।, arekta amra baʃar ʃat̪ʰe ækta ʃiʃu parko acʰe ere lɔ͡i̯ʲa maɟʱe maɟʱe ʃiʃu parko gele <> silet t̪o ʃund̪ɔr guranir ɟaga acʰe।,আরেকটা আমরা বাসার সাথে একটা শিশু পার্ক আছে৷ এরে লইয়া মাঝে মাঝে শিশু পার্কও গেলে <> সিলেট তো সুন্দর গুরানির জাগা আছে।
103,Habiganj,rec_01_audio_19.wav,"সিলেট আওনা <> সিলেট নাবে, ওখন আমরা"," silet a͡o̯na <> silet nabe, okʰon amra","সিলেট আওনা <> সিলেট নাবে, ওখন আমরা"
104,Habiganj,rec_01_audio_20.wav,<> নেত্রকোনা।, <> net̪rokona।,<> নেত্রকোনা।
105,Habiganj,rec_01_audio_20.wav,তে সিলেট আও একদিন।, t̪e silet a͡o̯ ækd̪in।,তে সিলেট আও একদিন।
106,Habiganj,rec_01_audio_20.wav,সিলেট খই যাইতাম?, silet kʰo͡i̯ ɟa͡i̯t̪am?,সিলেট খই যাইতাম?
107,Habiganj,rec_01_audio_20.wav,"সিলেট খতো সুন্দর ঘুরার জায়গা, তাখার জায়গা আমি দিমুনে।"," silet kʰɔt̪o ʃund̪ɔr gʱurar ɟaʲga, t̪akʰar ɟaʲga ami d̪imune।","সিলেট খতো সুন্দর ঘুরার জায়গা, তাখার জায়গা আমি দিমুনে।"
108,Habiganj,rec_01_audio_20.wav,"বুচ্ছি এরা দে অখন, ছুডি ফাইলে এন্নে সিলেট গিয়া ঘুরাইয়া আইতো।"," buccʰi era d̪e ɔkʰon, cʰudi pʰa͡i̯le enne silet giʲa gʱura͡i̯ʲa a͡i̯t̪o।","বুচ্ছি এরা দে অখন, ছুডি ফাইলে এন্নে সিলেট গিয়া ঘুরাইয়া আইতো।"
